(4004, 5320, 4221, 5187, 214760960064)
(4007, 5657, 4244, 5528, 245369916736)
(4010, 4935, 4415, 4620, 184669301375)
(4010, 5364, 4239, 5225, 218816869544)
(4014, 5532, 4079, 5497, 233970283512)
(4014, 5868, 4926, 5280, 266729686776)
(4023, 5058, 4455, 4734, 194511015279)
(4025, 5906, 4406, 5705, 271213733041)
(4026, 4267, 4104, 4195, 142946631739)
(4026, 5935, 4938, 5359, 274311904951)
(4026, 5940, 4895, 5401, 274840713576)
(4028, 5241, 4497, 4910, 209313642473)
(4028, 5646, 4716, 5198, 245332756088)
(4029, 5370, 4533, 5028, 220256269389)
(4035, 5885, 4590, 5570, 269511272000)
(4038, 5709, 4365, 5526, 251912998701)
(4047, 5241, 4464, 4950, 210242824344)
(4050, 5214, 4701, 4707, 208176865344)
(4052, 4489, 4128, 4425, 156986970777)
(4056, 5850, 4394, 5668, 266927432616)
(4066, 5393, 4401, 5178, 224072992953)
(4066, 5424, 4392, 5218, 226793424520)
(4068, 5281, 4129, 5244, 214601405473)
(4074, 5677, 4893, 5110, 250578340957)
(4076, 5556, 4800, 5048, 239226670592)
(4079, 5497, 4014, 5532, 233970283512)
(4079, 5849, 5108, 5126, 267966360088)
(4090, 5215, 4375, 5020, 210246242375)
(4091, 4909, 4200, 4830, 186766587000)
(4104, 4195, 4026, 4267, 142946631739)
(4110, 5045, 4325, 4890, 197831997125)
(4113, 4824, 4425, 4566, 181837859121)
(4113, 5646, 4944, 5049, 249557997033)
(4120, 5942, 5046, 5328, 279730884888)
(4123, 5581, 4750, 5152, 243921946808)
(4125, 4786, 4149, 4768, 179816592781)
(4128, 4425, 4052, 4489, 156986970777)
(4129, 5244, 4068, 5281, 214601405473)
(4136, 5949, 4989, 5396, 281291152805)
(4137, 5517, 4865, 4981, 238726322766)
(4140, 5524, 4552, 5256, 239520461824)
(4140, 5997, 4549, 5774, 286634105973)
(4149, 4768, 4125, 4786, 179816592781)
(4152, 5101, 4269, 5020, 204305805109)
(4152, 5652, 4320, 5556, 252130487616)
(4158, 5482, 4501, 5259, 236634352480)
(4170, 5091, 4635, 4716, 204461681571)
(4175, 5534, 4358, 5423, 242252472679)
(4200, 4830, 4091, 4909, 186766587000)
(4200, 4990, 4494, 4756, 198339499000)
(4200, 5649, 4298, 5593, 254354374449)
(4203, 4780, 4294, 4707, 183462225427)
(4208, 5784, 4260, 5756, 268013897216)
(4208, 5806, 4460, 5662, 270230313528)
(4210, 5826, 4950, 5326, 272366160976)
(4221, 5187, 4004, 5320, 214760960064)
(4222, 5487, 4920, 4951, 240456385351)
(4223, 4993, 4440, 4824, 199787572224)
(4230, 5312, 4439, 5169, 225577498328)
(4233, 5345, 4715, 4983, 228549555962)
(4239, 5225, 4010, 5364, 218816869544)
(4239, 5910, 4468, 5783, 282596174919)
(4244, 5528, 4007, 5657, 245369916736)
(4250, 5680, 4820, 5290, 260016057000)
(4252, 4682, 4399, 4553, 179508753576)
(4257, 5974, 5146, 5361, 290349713017)
(4260, 5756, 4208, 5784, 268013897216)
(4261, 5664, 4702, 5373, 259069426525)
(4269, 5020, 4152, 5101, 204305805109)
(4271, 5934, 4631, 5724, 286859315015)
(4272, 4612, 4401, 4495, 176063680576)
(4272, 5864, 4496, 5736, 279606344192)
(4275, 5280, 4635, 5010, 225326248875)
(4287, 5814, 5063, 5260, 275316361047)
(4288, 5328, 4440, 5224, 230092263424)
